MapNo,Lon,Lat,DeltaR,DeltaRErr,Reference,Locality,Subregion,Notes,CollectionYear,ReservoirAge,ReservoirErr,C14age,C14err,LabID,Delta13C,TaxaNo,RefNo,nextime,last_changed
1871,124.3443,24.6061,-272,35,"Hirabayashi, et al, 2017",NE coast of Ishigaki,NW Pacific,5m water,1948,136,36,331,35,YAUT-017422,0,401,181,,18/08/2023 14:09
1872,124.3443,24.6061,-218,57,"Hirabayashi, et al, 2017",NE coast of Ishigaki,NW Pacific,5m water,1948,190,57,385,57,YAUT-016939,0,401,181,,18/08/2023 14:09
1873,124.3443,24.6061,-229,36,"Hirabayashi, et al, 2017",NE coast of Ishigaki,NW Pacific,5m water,1948,179,37,374,36,YAUT-019525,0,401,181,,18/08/2023 14:09
1874,124.3443,24.6061,-239,44,"Hirabayashi, et al, 2017",NE coast of Ishigaki,NW Pacific,5m water,1949,167,45,364,44,YAUT-016938,0,401,181,,18/08/2023 14:09
1875,124.3443,24.6061,-83,47,"Hirabayashi, et al, 2017",NE coast of Ishigaki,NW Pacific,5m water,1949,323,48,520,47,YAUT-019516,0,401,181,,18/08/2023 14:09
1876,124.3443,24.6061,-73,45,"Hirabayashi, et al, 2017",NE coast of Ishigaki,NW Pacific,5m water,1949,333,45,530,45,YAUT-019517,0,401,181,,18/08/2023 14:09
1877,124.3443,24.6061,-176,41,"Hirabayashi, et al, 2017",NE coast of Ishigaki,NW Pacific,5m water,1949,230,42,427,41,YAUT-017424,0,401,181,,18/08/2023 14:09
1878,124.3443,24.6061,-123,40,"Hirabayashi, et al, 2017",NE coast of Ishigaki,NW Pacific,5m water,1950,281,40,480,40,YAUT-019515,0,401,181,,18/08/2023 14:09
1879,134.2887,7.2767,-140,35,"Clark et al, 2006",Palau,SW Pacific,,1783,372,36,577,35,Wk-16643,2.8,506,182,,04/04/2022 08:36
2134,-155.9634,19.5614,-171,22,"Druffel, E R, 2001","Keauhou Bay, Big Island",Hawaii,<10m depth,1949,235,23,432,22,UCID-3199,,425,40,2599,27/01/2021 09:38
1881,-83.7172,22.7977,-170,32,"Diaz, et al, 2017",Puerto Esperanza,Cuba,NULL,1946,243,33,433,32,LAC-150287,0,507,183,,04/04/2022 08:36
1882,-83.7172,22.7977,-96,33,"Diaz, et al, 2017",Ensenada Verracos,Cuba,NULL,1950,308,34,507,33,LAC-150274,0,508,183,,04/04/2022 08:36
1883,-83.5675,22.8547,-95,33,"Diaz, et al, 2017",Cayo Levisa,Cuba,NULL,1947,315,34,508,33,LAC-150273,0,509,183,,04/04/2022 08:36
1884,-83.378,22.8838,-128,31,"Diaz, et al, 2017",Cayo Alacranes,Cuba,NULL,1947,282,32,475,31,LAC-150285,0,510,183,,04/04/2022 08:36
1885,-83.378,22.8838,-185,30,"Diaz, et al, 2017",Ensenada Mulata,Cuba,NULL,1947,225,31,418,30,LAC-150282,0,511,183,,04/04/2022 08:36
1886,-83.1596,22.9799,-103,35,"Diaz, et al, 2017",Playa Carenero,Cuba,NULL,1947,307,36,500,35,LAC-150286,0,512,183,,04/04/2022 08:36
1887,-83.1596,22.9799,49,34,"Diaz, et al, 2017",Playa Carenero,Cuba,NULL,1946,462,35,652,34,LAC-150283,0,513,183,,04/04/2022 08:36
1888,-82.7655,22.9976,-69,34,"Diaz, et al, 2017",Mariel (Bahia),Cuba,NULL,1947,341,35,534,34,LAC-150279,0,514,183,,04/04/2022 08:36
1889,-82.7655,22.9976,-93,32,"Diaz, et al, 2017",Mariel (Bahia),Cuba,NULL,1947,317,33,510,32,LAC-150284,0,515,183,,04/04/2022 08:36
1890,-82.5719,23.0526,-39,34,"Diaz, et al, 2017",Playa Baracoa,Cuba,NULL,1952,361,35,564,34,LAC-150277,0,516,183,,04/04/2022 08:36
1891,-82.5719,23.0526,88,30,"Diaz, et al, 2017",Playa Baracoa,Cuba,NULL,1949,494,31,691,30,LAC-150278,0,517,183,,04/04/2022 08:36
1892,-82.473,23.0966,-53,33,"Diaz, et al, 2017",Playa Santa,Cuba,NULL,1936,390,34,550,33,LAC-150270,0,518,183,,04/04/2022 08:36
1893,-82.2926,23.1642,-129,81,"Diaz, et al, 2017",Cojimar,Cuba,NULL,1946,284,81,474,81,LAC-150276,0,519,183,,04/04/2022 08:36
1894,-81.5501,23.0393,-33,48,"Diaz, et al, 2017",Ensenada de la Maya,Cuba,NULL,1950,371,49,570,48,LAC-150281,0,520,183,,04/04/2022 08:36
1895,-81.2659,23.1391,-131,31,"Diaz, et al, 2017",Varadero,Cuba,NULL,1935,313,32,473,31,LAC-150280,0,521,183,,04/04/2022 08:36
1896,-81.2659,23.1391,-106,34,"Diaz, et al, 2017",Varadero,Cuba,NULL,1927,342,35,498,34,LAC-150269,0,522,183,,04/04/2022 08:36
1897,-79.4449,22.5056,-153,30,"Diaz, et al, 2017",Caibarien,Cuba,NULL,1930,288,31,451,30,LAC-150271,0,523,183,,04/04/2022 08:36
1898,-79.4449,22.5056,-136,31,"Diaz, et al, 2017",Caibarien,Cuba,NULL,1946,277,32,467,31,LAC-150272,0,524,183,,04/04/2022 08:36
1899,146.8817,-2.0924,-116,13,Petchey and Ulm 2012,Papua New Guinea,Manus Island,560m depth,1954,280,16,487,13,Wk-20351,0,525,184,,11/08/2020 23:00
1900,150.2325,-2.5535,-44,17,Petchey and Ulm 2012,Papua New Guinea,New Hanover,NULL,1919,425,18,560,17,Wk-21067,0,191,184,,11/08/2020 23:00
1901,147.8224,-6.6728,193,14,Petchey and Ulm 2012,Papua New Guinea,"Finschafen, Huon Peninsula",NULL,1944,611,6,796,14,Wk-20352,0,417,184,,11/08/2020 23:00
1902,144.3384,-1.2661,-96,13,Petchey and Ulm 2012,Papua New Guinea,Ninego Group,NULL,1919,373,15,508,13,Wk-20350,0,416,184,,11/08/2020 23:00
1903,150.569,-5.4533,-95,19,Petchey and Ulm 2012,Papua New Guinea,"Kalolo Cape, Hoskins Peninsula, Kimb",NULL,1944,323,21,508,19,Wk-19686,0,439,184,,11/08/2020 23:00
1904,144.6858,-4.0245,-112,17,Petchey and Ulm 2012,Papua New Guinea,Near mouth of Ramu River,NULL,1925,343,18,492,17,Wk-21068,0,528,184,,11/08/2020 23:00
1912,24.9332,-34.0035,64,26,"Maboya, et al, 2017",Kabeljouws River,South Africa,NULL,1912,551,27,670,26,UBA-30230,0,535,185,,11/08/2020 23:00
1913,30.4143,-30.8006,-34,25,"Maboya, et al, 2017","Shelley Beach, Izotsha",South Africa,NULL,1930,407,26,570,25,UBA-30231,0,429,185,,11/08/2020 23:00
1914,31.24,-29.5045,38,28,"Maboya, et al, 2017",Umhlali,South Africa,NULL,1941,467,29,641,28,UBA-30232,0,536,185,,11/08/2020 23:00
1915,29.1556,-31.9825,45,25,"Maboya, et al, 2017",Coffee Bay,South Africa,NULL,1920,512,26,649,25,UBA-30233,0,537,185,,11/08/2020 23:00
1916,31.0388,-29.8466,34,28,"Maboya, et al, 2017",Durban,South Africa,NULL,1911,522,29,641,28,UBA-30234,0,538,185,,11/08/2020 23:00
1917,29.75,-31.6833,-64,26,"Maboya, et al, 2017",Umgazi River Mouth,South Africa,NULL,1941,365,27,539,26,UBA-30235,0,345,185,,11/08/2020 23:00
1918,32.0604,-28.8012,112,26,"Maboya, et al, 2017",Richards Bay,South Africa,NULL,1923,573,27,716,26,UBA-30236,0,539,185,,11/08/2020 23:00
1919,-60.8887,14.698,-159,30,"Paterne, et al, 2017",MARTINIQUE ISLAND,WESTERN TROPICAL NORTH ATLANTIC,1.5meter depth,1895,361,32,460,30,GifA-14408,-0.8,290,186,,04/04/2022 08:36
1920,-60.8887,14.698,-157,30,"Paterne, et al, 2017",MARTINIQUE ISLAND,WESTERN TROPICAL NORTH ATLANTIC,1.5meter depth,1896,362,31,460,30,GifA-14409,-0.1,290,186,,04/04/2022 08:36
1921,-60.8887,14.698,-186,30,"Paterne, et al, 2017",MARTINIQUE ISLAND,WESTERN TROPICAL NORTH ATLANTIC,1.5meter depth,1897,331,32,430,30,GifA-15542,-0.49,290,186,,04/04/2022 08:36
1922,-60.8887,14.698,-170,30,"Paterne, et al, 2017",MARTINIQUE ISLAND,WESTERN TROPICAL NORTH ATLANTIC,1.5meter depth,1898,347,32,445,30,GifA-13058,-0.71,290,186,,04/04/2022 08:36
1923,-60.8887,14.698,-164,30,"Paterne, et al, 2017",MARTINIQUE ISLAND,WESTERN TROPICAL NORTH ATLANTIC,1.5meter depth,1899,353,32,450,30,GifA-13059,-0.32,290,186,,04/04/2022 08:36
1924,-60.8887,14.698,-163,30,"Paterne, et al, 2017",MARTINIQUE ISLAND,WESTERN TROPICAL NORTH ATLANTIC,1.5meter depth,1900,354,32,450,30,GifA-13060,-0.03,290,186,,04/04/2022 08:36
1925,-60.8887,14.698,-167,30,"Paterne, et al, 2017",MARTINIQUE ISLAND,WESTERN TROPICAL NORTH ATLANTIC,1.5meter depth,1901,350,31,445,30,GifA-13061,-0.57,290,186,,04/04/2022 08:36
1926,-60.8887,14.698,-127,30,"Paterne, et al, 2017",MARTINIQUE ISLAND,WESTERN TROPICAL NORTH ATLANTIC,1.5meter depth,1902,390,31,485,30,GifA-13063,0.14,290,186,,04/04/2022 08:36
1927,-60.8887,14.698,-141,30,"Paterne, et al, 2017",MARTINIQUE ISLAND,WESTERN TROPICAL NORTH ATLANTIC,1.5meter depth,1903,374,32,470,30,GifA-13064,0.09,290,186,,04/04/2022 08:36
1928,-60.8887,14.698,-171,30,"Paterne, et al, 2017",MARTINIQUE ISLAND,WESTERN TROPICAL NORTH ATLANTIC,1.5meter depth,1904,341,32,440,30,GifA-13065,-0.36,290,186,,04/04/2022 08:36
1929,-60.8887,14.698,-135,30,"Paterne, et al, 2017",MARTINIQUE ISLAND,WESTERN TROPICAL NORTH ATLANTIC,1.5meter depth,1905,373,32,475,30,GifA-13067,-1.2,290,186,,04/04/2022 08:36
1930,-122.9096,38.1676,-159,25,Panich et al 2018,Tomales Bay,North Pacific coast,NULL,1913,327,26,447,25,D-AMS-023764,0,541,187,,04/04/2022 08:36
1931,-122.9096,38.1676,-45,27,Panich et al 2018,Tomales Bay,North Pacific coast,NULL,1913,441,28,561,27,D-AMS-023765,0,541,187,,04/04/2022 08:36
1932,-122.9096,38.1676,4,28,Panich et al 2018,Tomales Bay,North Pacific coast,NULL,1913,490,29,610,28,D-AMS-023766,0,541,187,,04/04/2022 08:36
1933,-122.9096,38.1676,49,25,Panich et al 2018,Tomales Bay,North Pacific coast,NULL,1913,535,26,655,25,D-AMS-023767,0,541,187,,04/04/2022 08:36
1934,-122.9096,38.1676,48,23,Panich et al 2018,Tomales Bay,North Pacific coast,NULL,1913,534,24,654,23,D-AMS-023768,0,541,187,,04/04/2022 08:36
1935,-122.9096,38.1676,-102,29,Panich et al 2018,Tomales Bay,North Pacific coast,NULL,1913,384,30,504,29,D-AMS-023769,0,541,187,,04/04/2022 08:36
1936,-85.2239,29.6787,195,23,"Hadden, Cherkinsky 2017",Indian Pass,"Apalachicola Bay, Florida.",58.1mm,1938,635,24,798,23,UGAMS-23654A.01,-5.12,73,188,2317,04/04/2022 08:36
1937,-85.2239,29.6787,266,23,"Hadden, Cherkinsky 2017",Indian Pass,"Apalachicola Bay, Florida.",67.7mm,1938,706,24,869,23,UGAMS-23654B.01,-4.78,73,188,2320,04/04/2022 08:36
1938,-84.6014,29.8064,-3,23,"Hadden, Cherkinsky 2017",Dog Island,"Apalachicola Bay, Florida.",37.6mm,1941,426,24,600,23,UGAMS-23652A.01,0.45,73,188,2323,04/04/2022 08:36
1939,-84.6014,29.8064,-28,24,"Hadden, Cherkinsky 2017",Dog Island,"Apalachicola Bay, Florida.",9.7mm,1941,401,25,575,24,UGAMS-23652B.02,0.13,73,188,2324,04/04/2022 08:36
1940,-84.3867,29.9091,-79,24,"Hadden, Cherkinsky 2017",Alligator Harbor,"Apalachicola Bay, Florida.",51.3mm,1941,350,25,524,24,UGAMS-23653.01,-1.83,73,188,2326,04/04/2022 08:36
1941,13.7387,44.9854,-140,22,"Perhada, et al 2018",Istrian Peninsula,Adriatic Sea,10–11 m water depth,1950,264,23,463,22,Z-6169,2.08,542,189,,04/04/2022 08:36
1942,9.6,44.1667,-143,30,"Tisnérat-Laborde, et al, 2013",Liguro-Provençal Basin,northwestern Mediterranean Sea,28m water depth,1949,263,31,460,30,GifA-11384,,543,190,,11/08/2020 23:00
1943,9.6,44.1667,-133,30,"Tisnérat-Laborde, et al, 2013",Liguro-Provençal Basin,northwestern Mediterranean Sea,28m water depth,1950,271,31,470,30,GifA-11385,,543,190,,11/08/2020 23:00
1944,163.6568,-78.2,507,21,Hall et al 2010,McMurdo Ice Shelf,Ross Sea,U/TH age=49+-30,1901,1024,22,1119,21,SUERC-5901,,544,191,,04/04/2022 08:36
1945,165.1578,-77.8,635,30,Hall et al 2010,McMurdo Ice Shelf,Ross Sea,U/TH age=88+-39,1862,1153,31,1280,30,OS-42497,,544,191,,04/04/2022 08:36
1946,164.2785,-74.8392,751,39,Hall etal 2010,Terra Nova Bay,Ross Sea,U/TH age=103+-37,1847,1282,40,1406,39,AA-56092,,544,191,,04/04/2022 08:36
1947,164.2785,-74.8392,748,42,Hall etal 2010,Terra Nova Bay,Ross Sea,U/Thage=41+-86,1909,1240,43,1356,42,AA-56091,,544,191,,04/04/2022 08:36
1948,68.8333,-49.6667,352,30,Paterne et al. 2019,Kerguelen Islands,Southern Ocean,,1909,844,31,960,30,GifA-13086,,545,192,,04/04/2022 08:36
1949,69.3667,-49.3667,424,30,Paterne et al. 2019,Kerguelen Islands,Southern Ocean,,1914,909,31,1030,30,GifA-13072,,545,192,,04/04/2022 08:36
1950,69.3667,-49.3667,551,30,Paterne et al. 2019,Kerguelen Islands,Southern Ocean,,1931,991,32,1155,30,GifA-13082,,546,192,,04/04/2022 08:36
1951,175.96,-41.2462,-59,24,Clark et al. 2019,"Flat Point, Wairarapa",New Zealand,,1940,374,25,544,24,NZA-63195,2.69,554,193,,30/08/2023 13:38
1952,175.96,-41.2462,-71,24,Clark et al. 2019,"Flat Point, Wairarapa",New Zealand,,1940,362,25,532,24,NZA-63197,0.39,551,193,,30/08/2023 13:38
1953,175.96,-41.2462,3,25,Clark et al. 2019,"Flat Point, Wairarapa",New Zealand,,1940,436,26,606,25,NZA-63201,2.43,555,193,,30/08/2023 13:38
1954,175.96,-41.2462,-89,24,Clark et al. 2019,"Flat Point, Wairarapa",New Zealand,,1940,344,25,514,24,NZA-63203,0.85,550,193,,30/08/2023 13:38
1955,175.96,-41.2462,-122,24,Clark et al. 2019,"Flat Point, Wairarapa",New Zealand,,1940,311,25,481,24,NZA-63196,1.63,549,193,,30/08/2023 13:38
1956,176.884,-39.4847,63,24,Clark et al. 2019,"Port Ahuriri, Napier",New Zealand,,1918,536,25,668,24,NZA-63198,-0.95,550,193,,30/08/2023 13:38
1957,176.884,-39.4847,26,25,Clark et al. 2019,"Port Ahuriri, Napier",New Zealand,,1918,499,26,631,25,NZA-63199,0.44,31,193,,30/08/2023 13:38
1958,176.884,-39.4847,-70,24,Clark et al. 2019,"Port Ahuriri, Napier",New Zealand,,1918,403,25,535,24,NZA-63200,-1.06,552,193,,30/08/2023 13:38
1959,176.884,-39.4847,58,24,Clark et al. 2019,"Port Ahuriri, Napier",New Zealand,,1918,531,25,663,24,NZA-63202,0.15,548,193,,30/08/2023 13:38
1960,176.884,-39.4847,82,25,Clark et al. 2019,"Port Ahuriri, Napier",New Zealand,,1918,555,26,687,25,NZA-63204,0.49,553,193,,30/08/2023 13:38
1961,178.0115,-38.6708,-32,25,Clark et al. 2019,Gisborne,New Zealand,,1907,467,26,577,25,NZA-61882,-0.43,550,193,,30/08/2023 13:38
1962,178.0115,-38.6708,-4,25,Clark et al. 2019,Gisborne,New Zealand,,1907,495,26,605,25,NZA-61883,1.29,550,193,,30/08/2023 13:38
1963,178.4609,-37.8041,-55,25,Clark et al. 2019,Ruatoria,New Zealand,,1926,396,26,549,25,NZA-61884,1.49,547,193,,30/08/2023 13:38
1964,178.4609,-37.8041,-99,25,Clark et al. 2019,Ruatoria,New Zealand,,1926,352,26,505,25,NZA-61885,2.11,547,193,,30/08/2023 13:38
1965,151.1111,-34.0738,-188,15,"Dominguez, et al 2016",Port Hacking,"NSW, Australia",,1947,222,15,415,15,UCI-137499,,556,194,,04/04/2022 08:36
1966,151.2486,-33.847,-108,20,"Dominguez, et al 2016",Port Jackson,"NSW, Australia",,1945,307,20,495,20,UCI-137500,,556,194,,04/04/2022 08:36
1967,151.2486,-33.847,-122,15,"Dominguez, et al 2016",Port Jackson,"NSW, Australia",,1866,393,15,520,15,UCI-137501,,557,194,,04/04/2022 08:36
490,97,-12,191,66,"Toggweiler, :1991",Cocos (Keeling) Islands,,d,1941,502,67,652,66,LDGO-1657,,317,147,,11/08/2020 23:00
1968,-82.0894,26.4369,7,22,"Hadden, Schwadron 2019",Sanibel Island,"Southwestern Florida, USA",,1940,440,25,610,22,UGAMS-27881.1,,73,195,,04/04/2022 08:36
1969,-82.0894,26.4369,-13,23,"Hadden, Schwadron 2019",Sanibel Island,"Southwestern Florida, USA",,1940,420,25,590,23,UGAMS-27881.2,,73,195,,04/04/2022 08:36
1970,-82.0894,26.4369,-63,23,"Hadden, Schwadron 2019",Sanibel Island,"Southwestern Florida, USA",,1940,370,25,540,23,UGAMS-27881.3,,73,195,,04/04/2022 08:36
1971,-81.7996,26.0937,-24,24,"Hadden, Schwadron 2019",Gordon Pass,"Southwestern Florida, USA",,1932,417,26,580,24,UGAMS-28224A.1,,73,195,,04/04/2022 08:36
1972,-81.7996,26.0937,-64,24,"Hadden, Schwadron 2019",Gordon Pass,"Southwestern Florida, USA",,1932,377,26,540,24,UGAMS-28224A.2,,73,195,,04/04/2022 08:36
1973,-81.7996,26.0937,-94,24,"Hadden, Schwadron 2019",Gordon Pass,"Southwestern Florida, USA",,1932,347,26,510,24,UGAMS-28224A.3,,73,195,,04/04/2022 08:36
1974,-81.7996,26.0937,-124,24,"Hadden, Schwadron 2019",Gordon Pass,"Southwestern Florida, USA",,1932,317,26,480,24,UGAMS-28224B.1,,73,195,,04/04/2022 08:36
1975,-81.7996,26.0937,-124,24,"Hadden, Schwadron 2019",Gordon Pass,"Southwestern Florida, USA",,1932,317,26,480,24,UGAMS-28224B.2,,73,195,,04/04/2022 08:36
1976,-81.7996,26.0937,-14,25,"Hadden, Schwadron 2019",Gordon Pass,"Southwestern Florida, USA",,1932,427,27,590,25,UGAMS-28224B.3,,73,195,,04/04/2022 08:36
1977,-82.8731,24.6292,247,24,"Hadden, Schwadron 2019",Ft. Jefferson,"Southwestern Florida, USA",,1938,687,26,850,24,UGAMS-28225.1,,73,195,,04/04/2022 08:36
1978,-82.8731,24.6292,457,24,"Hadden, Schwadron 2019",Ft. Jefferson,"Southwestern Florida, USA",,1938,897,26,1060,24,UGAMS-28225.2,,73,195,,04/04/2022 08:36
1979,-82.8731,24.6292,247,26,"Hadden, Schwadron 2019",Ft. Jefferson,"Southwestern Florida, USA",,1938,687,28,850,26,UGAMS-28225.3,,73,195,,04/04/2022 08:36
1980,-81.2461,24.676,57,24,"Hadden, Schwadron 2019",Ohio Key,"Southwestern Florida, USA",,1948,465,26,660,24,UGAMS-28226.1,,73,195,,04/04/2022 08:36
1981,-81.2461,24.676,-53,24,"Hadden, Schwadron 2019",Ohio Key,"Southwestern Florida, USA",,1948,355,26,550,24,UGAMS-28226.2,,73,195,,04/04/2022 08:36
1982,-18.1957,66.5265,-156,43,"Wanamaker, et al. 2012","Grimsey, North Icelandic shelf",Iceland,82m water depth,1950,248,44,447,43,AAR-12284,2.1,19,196,2366,04/04/2022 08:36
1983,-2.53,56.15,-87,35,Cappelli & Austin 2020,Forth,Northeast Atlantic,,1924,371,36,517,35,SUERC-11189,,1,197,,11/08/2020 23:00
1984,-2.53,56.15,-108,35,Cappelli & Austin 2020,Forth,Northeast Atlantic,,1924,350,36,496,35,SUERC-11191,,1,197,,11/08/2020 23:00
1985,-2.53,56.15,-137,35,Cappelli & Austin 2020,Forth,Northeast Atlantic,,1924,321,36,467,35,SUERC-11192,,1,197,,11/08/2020 23:00
1986,-6.13,58.18,-52,35,Cappelli & Austin 2020,Minch,Northeast Atlantic,,1924,406,36,552,35,SUERC-11196,,1,197,,11/08/2020 23:00
1987,-6.13,58.18,-156,35,Cappelli & Austin 2020,Minch,Northeast Atlantic,,1924,302,36,448,35,SUERC-11199,,1,197,,11/08/2020 23:00
1988,-6.46,58.12,-127,35,Cappelli & Austin 2020,Hebrides,Northeast Atlantic,,1923,334,36,477,35,SUERC-11205,,1,197,,11/08/2020 23:00
1989,-1.51,60.2,-106,37,Cappelli & Austin 2020,Shetland,Northeast Atlantic,,1924,352,38,498,37,SUERC-11180,,2,197,,11/08/2020 23:00
1990,-1.51,60.2,-94,35,Cappelli & Austin 2020,Shetland,Northeast Atlantic,,1924,364,36,510,35,SUERC-11181,,2,197,,11/08/2020 23:00
1991,-1.51,60.2,-137,35,Cappelli & Austin 2020,Shetland,Northeast Atlantic,,1924,321,36,467,35,SUERC-11182,,2,197,,11/08/2020 23:00
1992,-4.09,57.47,-129,35,Cappelli & Austin 2020,Cromarty,Northeast Atlantic,,1923,332,36,475,35,SUERC-11184,,2,197,,11/08/2020 23:00
1993,-6.46,58.12,-128,35,Cappelli & Austin 2020,Hebrides,Northeast Atlantic,,1923,333,36,476,35,SUERC-11204,,2,197,,11/08/2020 23:00
1994,-6.29,62.2,-190,35,Cappelli & Austin 2020,Faeroes,Northeast Atlantic,,1924,268,36,414,35,SUERC-11206,,23,197,,11/08/2020 23:00
1995,-6.29,62.2,-64,35,Cappelli & Austin 2020,Faeroes,Northeast Atlantic,,1924,394,36,540,35,SUERC-11209,,25,197,,11/08/2020 23:00
1996,-6.29,58.06,-152,35,Cappelli & Austin 2020,Minch,Northeast Atlantic,,1923,309,36,452,35,SUERC-11203,,175,197,,11/08/2020 23:00
1997,-6.29,62.2,-50,35,Cappelli & Austin 2020,Faeroes,Northeast Atlantic,,1923,411,36,554,35,SUERC-11210,,175,197,,11/08/2020 23:00
1998,-6.13,58.18,-72,35,Cappelli & Austin 2020,Minch,Northeast Atlantic,,1924,386,36,532,35,SUERC-11200,,243,197,,11/08/2020 23:00
1999,-6.13,58.18,-98,39,Cappelli & Austin 2020,Minch,Northeast Atlantic,,1924,360,40,506,39,SUERC-11201,,243,197,,11/08/2020 23:00
2000,-1.51,60.2,-97,35,Cappelli & Austin 2020,Shetland,Northeast Atlantic,,1924,361,36,507,35,SUERC-11183,,558,197,,11/08/2020 23:00
2001,-2.53,56.15,-140,35,Cappelli & Austin 2020,Forth,Northeast Atlantic,,1925,315,36,464,35,SUERC-11185,,559,197,,11/08/2020 23:00
2002,-2.53,56.15,-187,35,Cappelli & Austin 2020,Forth,Northeast Atlantic,,1925,268,36,417,35,SUERC-11186,,559,197,,11/08/2020 23:00
2003,-2.53,56.15,-142,35,Cappelli & Austin 2020,Forth,Northeast Atlantic,,1924,316,36,462,35,SUERC-11193,,560,197,,11/08/2020 23:00
2004,-2.53,56.15,-157,35,Cappelli & Austin 2020,Forth,Northeast Atlantic,,1924,301,36,447,35,SUERC-11195,,560,197,,11/08/2020 23:00
2005,-78.8411,-33.6414,-119,30,Merino-Campos et al (2019),Juan Fern�ndez,Chilean continental margin,,1907,364,32,490,30,UCIAMS-144986,,562,198,,04/04/2022 08:36
2006,-73.8216,-41.8596,37,25,Merino-Campos et al (2019),Ancud,Chilean continental margin,,1951,464,29,640,25,UCIAMS-144996,,563,198,,04/04/2022 08:36
2007,-73.0619,-36.626,87,25,Merino-Campos et al (2019),Quiriquina Island,Chilean continental margin,,1948,522,28,690,25,UCIAMS-144989,,564,198,,04/04/2022 08:36
2008,-73.0619,-36.626,72,30,Merino-Campos et al (2019),Quiriquina Island,Chilean continental margin,,1948,507,32,675,30,UCIAMS-144990,,564,198,,04/04/2022 08:36
2009,-73.8216,-41.8596,2,30,Merino-Campos et al (2019),Ancud,Chilean continental margin,,1953,425,34,605,30,UCIAMS-144971,,565,198,,04/04/2022 08:36
2010,-72.9936,-36.7364,54,25,Merino-Campos et al (2019),Penco,Chilean continental margin,,1893,542,28,675,25,UCIAMS-144972,,565,198,,04/04/2022 08:36
2011,-72.9936,-36.7364,4,30,Merino-Campos et al (2019),Penco,Chilean continental margin,,1893,492,32,625,30,UCIAMS-144973,,565,198,,04/04/2022 08:36
2012,-72.9465,-41.4754,58,30,Merino-Campos et al (2019),Pto. Montt,Chilean continental margin,,1911,538,32,665,30,UCIAMS-144974,,565,198,,04/04/2022 08:36
2013,-70.9559,-53.6127,-98,20,Merino-Campos et al (2019),"Bulnes Fort, Magallanes",Chilean continental margin,,1954,323,25,505,20,UCIAMS-134084,,566,198,,04/04/2022 08:36
2014,-70.9064,-53.1587,-128,20,Merino-Campos et al (2019),Punta Arenas,Chilean continental margin,,1956,290,26,475,20,UCIAMS-134090,,566,198,,04/04/2022 08:36
2015,-71.6087,-33.0409,-23,20,Merino-Campos et al (2019),Valpara�so,Chilean continental margin,,1953,400,25,580,20,UCIAMS-134080,,566,198,,04/04/2022 08:36
2016,-73.8216,-41.8596,-33,30,Merino-Campos et al (2019),Ancud,Chilean continental margin,,1951,394,33,570,30,UCIAMS-144978,,567,198,,04/04/2022 08:36
2017,-73.1577,-36.7395,24,30,Merino-Campos et al (2019),Sn. Vicente,Chilean continental margin,,1893,512,32,645,30,UCIAMS-144979,,567,198,,04/04/2022 08:36
2018,-71.3491,-29.9516,-55,25,Carr� et al. (2016),Coquimbo,Chilean continental margin,,1837,450,28,605,25,UCIAMS-142533,,568,198,,04/04/2022 08:36
2019,-73.4964,-52.1265,-98,20,Merino-Campos et al (2019),Magallanes Region,Chilean continental margin,,1954,323,25,505,20,UCIAMS-134085,,569,198,,04/04/2022 08:36
2020,-69.5,-54.317,-73,20,Merino-Campos et al (2019),Seno Almirantazgo,Chilean continental margin,,1955,347,26,530,20,UCIAMS-134087,,570,198,,04/04/2022 08:36
2021,-70.4507,-53.2912,-108,20,Merino-Campos et al (2019),Punta Chilota,Chilean continental margin,,1953,315,25,495,20,UCIAMS-134083,,580,198,,04/04/2022 08:36
2022,-70.433,-54.433,-73,20,Merino-Campos et al (2019),Seno Agostini,Chilean continental margin,,1954,348,25,530,20,UCIAMS-134088,,571,198,,04/04/2022 08:36
2023,-73.8216,-41.8596,-53,25,Merino-Campos et al (2019),Ancud,Chilean continental margin,,1959,360,34,550,25,UCIAMS-144980,,572,198,,04/04/2022 08:36
2024,-73.8216,-41.8596,2,25,Merino-Campos et al (2019),Ancud,Chilean continental margin,,1952,427,29,605,25,UCIAMS-144981,,572,198,,04/04/2022 08:36
2025,-73.8216,-41.8596,17,25,Merino-Campos et al (2019),Ancud,Chilean continental margin,,1880,502,27,650,25,UCIAMS-144983,,572,198,,04/04/2022 08:36
