z,n,symbol,radius,unc_r,abundance,unc_a,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
53,61,I,,,,,,0,,,1+,2.1,,2,s,2.1,0.2,EC+B+,100,,B+P,,,,,,,,,,,-5553.036,22.9354,-18506.6265,21.1628,2385.8939,20.8956,9250.741,31.588,9590.7363,21.5699,1580.8684,34.3802,8344.779,0.1757,113922018.9,21.500,-72638.935,20.027,N,1977,1-Jan-2012,Jean Blachot,2023-10-18
53,62,I,,,,,,0,,,(5/2+),1.3,,2,m,78,12,EC+B+,100,,,,,,,,,,,,,-7681.0475,31.3126,-17323.2240,30.9643,2074.0261,30.2018,5724.962,40.184,11770.1880,35.1415,1737.0992,37.8230,8374.5651,0.2511,114918048,31.000,-76337.805,28.876,N,1969,1-Sep-2012,JEAN BLACHOT,2023-10-18
53,63,I,,,,,,0,,,1+,2.91,,15,s,2.91,0.15,EC+B+,100,,,,,,,,,,,,,-4373.7764,75.8444,-16835.2146,76.0081,1753.4036,77.1264,7843.139,78.845,9154.1671,80.4017,2646.8573,80.0719,8381.2858,0.6469,115916885.513,80.555,-77420.654,75.037,N,1976,1-Dec-2009,Jean Blachot,2023-10-18
53,64,I,,,,,,0,,,(5/2)+,2.22,,4,m,133.2,2.4,EC+B+,100,,B+,77,,,,,,3.1,0.2,,,-6253.2213,27.5845,-15463.0089,28.6817,1553.4816,30.8024,4656.932,28.883,11089.2325,79.2704,2463.7467,35.2011,8404.4307,0.2184,116913645.649,27.437,-80438.568,25.558,N,1969,1-Mar-2009,JEAN BLACHOT,2023-10-18
53,65,I,,,,,,0,,,2-,13.7,,5,m,822,30,EC+B+,100,,,,,,,,,2,0.2,,,-2891.9893,22.3197,-14857.0276,22.3197,1100.6441,27.9536,6719.702,26.936,8603.8063,32.3056,3164.5272,23.9060,8406.1203,0.1675,117913074,21.213,-80971.056,19.760,N,1957,1-Feb-1993,K. KITAO,2023-10-18
53,66,I,,,,,,0,,,5/2+,19.1,,4,m,1146,24,EC+B+,100,,B+,51,4,EC,49,4,,2.9,0.1,,,-4983.2433,24.0598,-13769.9824,24.0598,800.7649,26.9810,3404.808,22.894,10877.9931,29.3534,3375.9446,28.3950,8426.8924,0.1824,118910060.91,23.302,-83777.731,21.706,N,1954,1-Dec-2008,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,2023-10-18
53,67,I,,,,,,0,,,2-,81.6,,2,m,4896,12,EC+B+,100,,,,,,,,,1.23,0.03,,,-1574.726,19.1760,-13023.9902,18.3243,649.9436,15.9346,5615.0,15.2,8040.7469,26.4430,3853.5919,16.7632,8423.6745,0.1258,119910093.729,16.212,-83747.160,15.102,N,1957,1-Dec-2001,K. KITAO and  Y. TENDOW AND A. HASHIZUME,2023-10-18
53,68,I,,,,,,0,,,5/2+,2.12,,1,h,7632,36,EC+B+,100,,,,,,,,,2.3,0.1,,,-3764.6525,11.2790,-12144.5328,12.7262,-31.0013,9.6683,2297.462,26.263,10569.8068,15.6285,4172.4598,4.3875,8441.4111,0.0390,120907411.492,5.070,-86245.649,4.723,N,1950,20-Jan-2009,S. OHYA,2023-10-18
53,69,I,,,,,,0,,,1+,3.63,,6,m,217.8,3.6,EC+B+,100,,,,,,,,,0.94,0.03,,,-724.2937,12.2596,-11669.6033,11.4784,-507.994,5.9923,4234.0,5.3,7904.9508,6.7426,4825.1423,26.2805,8437.0139,0.0425,121907590.094,5.561,-86079.282,5.181,N,1950,30-Sep-2006,T. TAMURA,2023-10-18
53,70,I,,,,,,0,,,5/2+,13.2230,,19,h,47602.8,6.84,EC+B+,100,,,,,,,,,2.818,0.007,,,-2694.3302,9.6829,-10658.9178,11.7065,-891.9643,7.9072,1228.39,3.92,9934.6241,6.0713,4918.2771,3.4440,8449.1896,0.0300,122905589.753,3.956,-87942.588,3.686,N,1949,15-Apr-2021,Jun Chen,2023-10-18
53,71,I,,,,,,0,,,2-,4.1760,,3,d,360806.4,25.92,EC+B+,100,,,,,,,,,1.446,0.004,,,302.8501,1.8639,-10187.6151,9.7356,-1372.3374,7.5022,3159.587,2.667,7493.2849,3.9157,5482.5481,1.8618,8441.4807,0.0185,123906210.297,2.467,-87364.555,2.299,N,1938,1-Apr-2008,J. KATAKURA and  Z.D. WU,2023-10-18
53,72,I,,,,,,0,,,5/2+,59.407,,10,d,5132764.8,864,EC,100,,,,,,,,,2.821,0.005,-0.752,0.017,-1636.6632,0.4259,-9239.9371,0.1466,-1661.783,2.1340,185.77,1.91,9542.7872,1.8605,5600.8533,0.0671,8450.2911,0.0108,124904630.61,1.452,-88836.024,1.353,N,1947,1-Jan-2010,J. KATAKURA,2023-10-18
53,73,I,,,,,,0,,,2-,12.93,,5,d,1117152,4320,EC+B+,52.7,0.5,B-,47.3,0.5,,,,,1.438,0.004,,,1235.8904,3.7779,-8782.4538,3.6961,-2001.2077,4.2415,2153.672,4.013,7145.7906,3.6726,6177.6736,3.6721,8439.9379,0.0300,125905624.205,4.055,-87910.496,3.778,N,1938,1-Oct-2021,H. Iimura and  J.Katakura and  S. Ohya,2023-10-18
53,74,I,4.7500,0.0081,100,,,0,,,5/2+,STABLE,,,,,,,,,,,,,,,,2.8087,0.0014,-0.688,0.01,-662.3336,2.0442,-7908.1479,3.6209,-2185.2421,3.5651,-702.72,3.87,9144.0384,2.7399,6208.0202,3.5630,8445.482,0.0285,126904472.592,3.887,-88983.217,3.621,N,1920,1-Oct-2009,A. HASHIZUME,2023-10-18
53,75,I,,,,,,0,,,1+,24.99,,2,m,1499.4,1.2,B-,93.1,0.8,EC+B+,6.9,0.8,,,,,-0.72,0.03,,,2122.5041,3.6211,-7488.4650,2.0448,-2543.8773,3.5659,1255.764,3.689,6826.1315,0.0471,6746.5044,3.5654,8432.8309,0.0283,127905809.355,3.887,-87738.030,3.621,N,1934,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2023-10-18
53,76,I,,,,,,0,,,7/2+,1.57E+7,,4,Y,495443737801094.4,12622770389836.8,B-,100,,,,,,,,,2.6165,0.0014,-0.483,0.008,188.8936,3.1534,-6717.9599,3.1534,-2676.9981,4.0260,-1502.292,3.232,8840.4640,4.7977,6802.3536,3.1360,8435.9908,0.0244,128904983.643,3.385,-88507.176,3.153,N,1951,31-May-2014,JANOS TIMAR AND ZOLTAN ELEKES and  BALRAJ SINGH,2023-10-18
53,77,I,,,,,,0,,,5+,12.36,,1,h,44496,36,B-,100,,,,,,,,,3.349,0.007,,,2944.2864,3.1537,-6311.4363,3.1537,-2967.9684,32.0018,416.772,3.154,6500.3300,0.0400,7220.2749,3.1360,8421.1011,0.0243,129906670.168,3.385,-86936.188,3.154,N,1938,11-May-2001,BALRAJ SINGH,2023-10-18
53,78,I,,,,,,0,,,7/2+,8.0252,,6,d,693377.28,51.84,B-,100,,,,,,,,,2.738,0.001,-0.34,0.02,970.8477,0.6046,-5633.5710,0.6047,-3169.3493,5.1191,-2231.705,0.608,8577.8573,3.2111,7378.7387,0.6047,8422.2977,0.0046,130906126.375,0.649,-87442.727,0.605,N,1939,17-Jul-2006,YU. KHAZOV and  I. MITROPOLSKY and  A. RODIONOV,2023-10-18
53,79,I,,,,,,0,,,4+,2.295,,13,h,8262,46.8,B-,100,,,,,,,,,3.088,0.007,0.08,0.01,3575.4729,4.0654,-5361.2448,4.0654,-3498.5658,19.2223,-515.305,5.355,6332.0924,4.1101,7781.4511,4.0659,8406.4628,0.0308,131907993.511,4.364,-85703.502,4.065,N,1948,10-Feb-2005,YU. KHAZOV and  A.A. RODIONOV AND S. SAKHAROV and  BALRAJ SINGH,2023-10-18
53,80,I,,,,,,0,,,7/2+,20.83,,8,h,74988,288,B-,100,,,,,,,,,2.856,0.005,-0.23,0.01,1786.2812,6.3712,-4649.6454,5.9019,-3652.8335,22.0304,-2920.169,6.253,8225.1183,7.1666,7958.0758,6.8547,8405.0993,0.0444,132907828.4,6.335,-85857.302,5.902,N,1940,31-Oct-2010,YU. KHAZOV AND A. RODIONOV and  F.G. KONDEV,2023-10-18
53,81,I,,,,,,0,,,(4)+,52.5,,2,m,3150,12,B-,100,,,,,,,,,,,,,4082.3946,4.8567,-4471.1748,5.4174,-4182.6688,15.0193,-1509.688,5.58,6257.4560,7.6433,8395.2780,5.2779,8389.0722,0.0362,133909775.66,5.213,-84043.440,4.857,N,1948,31-Jul-2004,A.A. Sonzogni,2023-10-18
53,82,I,,,,,,0,,,7/2+,6.58,,3,h,23688,108,B-,100,,,,,,,,,2.94,0.002,,,2634.1851,3.8284,-3724.6633,2.0599,-4222.6839,2.9300,-6050.39,2.68,7807.0579,5.2755,8534.3984,3.4330,8384.7609,0.0153,134910059.355,2.211,-83779.180,2.060,N,1940,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2023-10-18
53,83,I,,,,,,0,,,(1-),83.4,,4,s,83.4,0.4,B-,100,,,,,,,,,,,,,6883.9455,14.1880,-1203.1779,14.6546,-2334.8589,14.4009,-5119.946,14.37,3837.3630,14.3368,9105.4055,14.2922,8351.3242,0.1043,135914604.693,15.231,-79545.225,14.188,N,1949,1-Apr-2018,E.A. MCCUTCHAN,2023-10-18
53,84,I,,,,,,0,,,(7/2+),24.5,,2,s,24.5,0.2,B-,100,,B-N,7.14,0.23,,,,,,,,,6027.1455,8.3841,2001.5836,8.3834,142.3287,8.9479,-7052.506,8.642,4882.3619,16.4798,9219.9604,8.6882,8326.0033,0.0612,136918028.178,9.000,-76356.268,8.383,N,1943,1-Oct-2006,E. BROWNE and  J. K. TULI,2023-10-18
53,85,I,,,,,,0,,,(1-),6.26,,3,s,6.26,0.03,B-,100,,B-N,5.44,0.2,,,,,,,,,7992.3346,6.5881,2332.1864,5.9625,-385.8215,6.7074,-6283.915,7.063,3694.9592,10.2870,9965.1185,6.3208,8292.445,0.0432,137922726.392,6.400,-71979.910,5.962,N,1949,30-Sep-2017,JUN CHEN,2023-10-18
53,86,I,,,,,,0,,,(7/2+),2.280,,11,s,2.28,0.011,B-,100,,B-N,10,0.3,,,,,,,,,7173.6224,4.5424,3429.9624,4.8893,-1205.5474,4.7974,-8265.884,5.345,4562.3722,7.1822,10063.9401,5.5121,8265.61,0.0288,138926493.4,4.300,-68470.964,4.005,N,1949,15-Oct-2016,P.K. JOSHI and  B. SINGH and  S. SINGH and  A.K. JAIN,2023-10-18
53,87,I,,,,,,0,,,(4-),0.86,,4,s,0.86,0.04,B-,100,,B-N,7.6,0.28,,,,,,,,,9380.2388,12.3313,3967.0454,12.2975,-1524.249,13.4396,-7238.774,18.797,3206.5769,12.7547,10690.1135,12.6162,8229.474,0.0865,139931715.914,13.000,-63606.223,12.109,N,1972,20-Nov-2018,N. NICA,2023-10-18
53,88,I,,,,,,0,,,,0.418,,8,s,0.418,0.008,B-,100,,B-N,21.2,3,,,,,,,,,8270.643,16.0965,4988.4776,16.0057,-2291.1892,54.5143,-9256.666,400.313,4391.7612,19.9348,10848.1876,21.3886,8202.2562,0.1123,140935666.081,17.000,-59926.666,15.835,N,1974,12-Oct-2022,N. NICA,2023-10-18
53,89,I,,,,,,0,,,,222,,12,ms,0.222,0.012,,,,,,,,,,,,,,,10426.6792,5.6276,5323.0214,5.7194,-2578,300,-8252.969,500.024,2947.6216,16.5871,11422,400,8165.2517,0.0348,141941166.595,5.300,-54802.969,4.937,N,1975,1-Jun-2010,T.D. Johnson and  D. Symochko(a) and  M. Fadil(b) and  and J.K. Tuli,2023-10-18
53,90,I,,,,,,0,,,,130,,45,ms,0.13,0.045,B-,,,,,,,,,,,,,,9413,200,6369,200,-3165,447,-10260.0,538.5,4058,200,11529,539,8137,1,142945475,215,-50790,200,Y,1994,31-May-2011,E. BROWNE and  J. K. TULI,2023-10-18
53,91,I,,,,,X,,,,,300,GE,,ns,0.0000003,,,,,,,,,,,,,,,,11542,400,6801,400,-3365,721,-9110.0,500.0,2612,447,12089,640,8098,3,143951336,429,-45330,400,Y,1994,1-Dec-2000,A.A. Sonzogni,2023-10-18
53,92,I,,,,,,0,,,,407,GT,,ns,0.000000407,,B-N,,,B-,,,,,,,,,,,10363,500,7671,500,-4015,707,-11120.0,583.0,3871,640,12199,583,8069,3,144955845,537,-41130,500,Y,2010,15-AUG-2010,BALRAJ SINGH,2023-10-18
53,93,I,,,,,,0,,,,94,,26,ms,0.094,0.026,B-,100,,B-2N,,,B-N,,,,,,,,12415,301,7882,300,-4355,424,,,2481,583,12819,424,8031,2,145961846,322,-35540,300,Y,2018,31-JAN-2021,BALRAJ SINGH,2023-10-18
53,94,I,,,,,,0,,,,,,,,,,B-,100,,B-N,,,B-2N,,,,,,,,11199,361,8683,301,,,,,3731,424,,,8001,2,146966505,322,-31200,300,Y,2018,9-Mar-2022,N. Nica and B. Singh,2023-10-18
54,54,Xe,,,,,,0,,,0+,54,,+57-21,us,0.000054,0.000039,A,100,,2P,,,,,,,,,,,,,,,4569.5582,207.7072,10138.643,392.707,,,492,484,8074.8886,3.5139,107954232.285,407.406,-42632.357,379.497,N,2018,31-JAN-2021,BALRAJ SINGH,2023-10-18
54,55,Xe,,,,,,0,,,(7/2+),13,,2,ms,0.013,0.002,A,100,,,,,,,,,,,,,,,,,4217.0463,7.2672,11502.959,300.183,11608.5079,483.8209,687,317,8107.3071,2.7533,108950434.955,322.178,-46169.546,300.108,N,2006,31-May-2016,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,2023-10-18
54,56,Xe,,,,,,0,,,0+,93,,3,ms,0.093,0.003,A,64,35,EC+B+,36,35,ECP,,,,,,,,,,,,3872.2066,9.4990,8545.208,118.47,13824.4081,316.6437,1539.1022,101.2122,8159.2808,0.9181,109944258.759,108.415,-51922.636,100.988,N,1981,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2023-10-18
54,57,Xe,,,,,,0,,,,0.74,,20,s,0.74,0.2,A,8,,EC+B+,,,,,,,,,,,-11620,231,,,3712.1503,56.8926,10433.795,115.098,10669,153,1341,131,8182,1,110941470,124,-54520,115,Y,1979,1-Feb-2008,Jean Blachot,2023-10-18
54,58,Xe,,,,,,0,,,0+,2.7,,8,s,2.7,0.8,EC+B+,98.8,0.8,A,1.2,0.8,,,,,,,,,-13612,116,-25198,200,3330.4128,6.2709,7036.991,13.175,13578,116,2361.5239,9.5499,8230.0646,0.0740,111935559.068,8.891,-60026.348,8.283,N,1978,1-Aug-2014,S. LALKOVSKI and  F.G. KONDEV,2023-10-18
54,59,Xe,,,,,,0,,,(5/2+),2.74,,8,s,2.74,0.08,EC+B+,100,,ECP,7,4,A,0.011,,,,,,,-10439.0876,10.9702,-23860,116,3086.8573,7.6593,8915.891,10.534,10248.5967,10.7415,2429.2587,12.3194,8247.9277,0.0605,112933221.663,7.342,-62203.626,6.840,N,1973,1-May-2009,Jean Blachot,2023-10-18
54,60,Xe,,,,,,0,,,0+,10.0,,4,s,10,0.4,EC+B+,100,,,,,,,,,,,,,-12399.9706,85.7989,-23392.6781,14.0895,2719.006,12.9683,5553.036,22.935,12953.5905,13.1044,3255.3533,13.7521,8289.2054,0.0981,113927980.329,12.000,-67085.899,11.178,N,1977,1-Jan-2012,Jean Blachot,2023-10-18
54,61,Xe,,,,,,0,,,(5/2+),18,,4,s,18,4,EC+B+,100,,B+P,0.34,0.06,A,0.0003,0.0001,,,,,,-8957,103,-22042.1471,85.9252,2505.8139,13.7094,7681.048,31.312,9642.1765,16.4798,3306.7935,23.4035,8300.9704,0.1053,114926293.943,13.000,-68656.757,12.109,N,1969,1-Sep-2012,JEAN BLACHOT,2023-10-18
54,62,Xe,4.7211,0.0096,,,,0,,,0+,59,,2,s,59,2,EC+B+,100,,,,,,,,,,,,,-11004,101,-21419,103,2095.725,15.4832,4373.777,76.158,12461.4382,17.7788,3998.0437,31.6747,8336.8365,0.1122,115921580.955,13.974,-73046.877,13.017,N,1969,1-Dec-2009,Jean Blachot,2023-10-18
54,63,Xe,,,,,,0,,,5/2(+),61,,2,s,61,2,EC+B+,100,,B+P,0.0029,0.0006,,,,,-0.5938,0.0015,1.14,0.04,-7692.2462,63.2672,-20214,101,1736.7748,29.8098,6253.221,27.585,9209.7876,16.6481,4053.6642,75.7516,8344.2976,0.0887,116920358.758,11.141,-74185.347,10.378,N,1969,1-Mar-2009,JEAN BLACHOT,2023-10-18
54,64,Xe,4.7387,0.0070,,,,0,,,0+,3.8,,9,m,228,54,EC+B+,100,,,,,,,,,,,,,-9669.6905,16.4423,-19657.2845,63.2672,1385.6935,26.5414,2891.989,22.32,11965.0383,14.6773,4929.4700,27.5845,8374.9819,0.0880,117916178.678,11.141,-78079.067,10.378,N,1965,1-Feb-1993,K. KITAO,2023-10-18
54,65,Xe,,,,,,0,,,(5/2+),5.8,,3,m,348,18,EC+B+,100,,,,,,,,,-0.6542,0.0015,1.29,0.05,-6489.4269,17.3790,-18456.4296,16.4423,843.3634,29.8098,4983.243,24.059,8786.7391,14.6773,5112.4029,22.3197,8378.442,0.0872,118915410.641,11.141,-78794.488,10.378,N,1965,1-Dec-2008,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,2023-10-18
54,66,Xe,4.7509,0.0063,,,,0,,,0+,40,,1,m,2400,60,EC+B+,100,,,,,,,,,,,,,-8283.7857,15.4611,-17938.6911,18.2749,666.4424,26.9365,1574.726,19.176,11449.2642,15.7278,5683.6739,24.7147,8404.0322,0.0985,119911784.267,12.686,-82172.434,11.817,N,1965,1-Dec-2001,K. KITAO and  Y. TENDOW AND A. HASHIZUME,2023-10-18
54,67,Xe,,,,,,0,,,5/2(+),40.1,,20,m,2406,120,EC+B+,100,,,,,,,,,-0.701,0.003,1.31,0.05,-5378.6549,13.9791,-16663.6660,14.2936,189.5879,16.9102,3764.652,11.279,8379.8803,15.6386,6022.8073,18.2478,8403.8326,0.0847,120911453.012,10.995,-82480.997,10.243,N,1952,20-Jan-2009,S. OHYA,2023-10-18
54,68,Xe,4.7590,0.0059,,,,0,,,0+,20.1,,1,h,72360,360,EC,100,,,,,,,,,,,,,-7210.2195,35.4720,-16323.9645,18.1013,-89.1461,21.4143,724.294,12.26,10945.3096,15.1119,6398.3101,12.0731,8424.6644,0.0911,121908367.655,11.928,-85354.988,11.111,N,1952,30-Sep-2006,T. TAMURA,2023-10-18
54,69,Xe,,,,,,0,,,1/2(+),2.050,,14,h,7380,50.4,EC+B+,100,,,,,,,,,-0.15,0.003,1.4,0.3,-4204.6012,15.4121,-15174.8072,35.0100,-490.6342,11.9939,2694.33,10.22,7964.5877,14.6407,6457.9470,10.7856,8420.9239,0.0775,122908482.235,10.234,-85248.258,9.534,N,1952,15-Apr-2021,Jun Chen,2023-10-18
54,70,Xe,4.7661,0.0055,0.095,0.005,,0,,,0+,1.6E+14,GE,,Y,5.04910815593472e21,,2B+,,,,,,,,,,,,,,-5926.3445,9.2512,-14695.0664,12.1853,-730.1604,1.1218,-302.85,2.67,10490.4652,9.5573,7013.7881,3.4485,8437.6138,0.0110,123905885.174,1.457,-87667.405,1.358,N,1922,1-Apr-2008,J. KATAKURA and  Z.D. WU,2023-10-18
54,71,Xe,,,,,,0,,,1/2(+),16.9,,2,h,60840,720,EC+B+,100,,,,,,,,,-0.269,0.003,,,-3109.6184,7.7879,-13529.6184,9.2597,-1081.166,25.8041,1636.663,1.958,7603.2739,0.3999,7123.7770,1.9063,8430.939,0.0113,124906387.64,1.518,-87199.361,1.415,N,1950,1-Jan-2010,J. KATAKURA,2023-10-18
54,72,Xe,4.7722,0.0052,0.089,0.003,,0,,,0+,STABLE,,,,,,,,,,,,,,,,0.54,0.08,,,-4795.7039,10.3587,-13127.9627,7.7359,-1258.0209,1.3571,-1235.891,3.778,10018.3442,1.4148,7599.3341,1.3532,8443.5375,0.0003,125904297.422,0.006,-89146.38687,0.00562,N,1922,1-Oct-2021,H. Iimura and  J.Katakura and  S. Ohya,2023-10-18
54,73,Xe,4.7747,0.0038,,,,0,,,1/2+,36.346,,3,d,3140294.4,259.2,EC,100,,,,,,,,,-0.5033,0.0011,,,-2080.8562,6.4115,-12041.5183,11.1362,-1574.8214,4.0444,662.334,5.461,7245.8143,4.0881,7699.3578,3.3980,8434.1066,0.0322,126905183.636,4.388,-88320.883,4.088,N,1950,1-Oct-2009,A. HASHIZUME,2023-10-18
54,74,Xe,4.7774,0.0050,1.910,0.013,,0,,,0+,STABLE,,,,,,,,,,,,,,,,0.68,0.07,,,-3928.7617,5.3762,-11691.8254,5.5775,-1761.3085,1.3517,-2122.504,3.621,9610.9692,4.0881,8166.2886,3.6209,8443.3008,0.0003,127903530.75341,0.00558,-89860.53427,0.00520,N,1922,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2023-10-18
54,75,Xe,4.7775,0.0050,26.401,0.138,,0,,,1/2+,STABLE,,,,,,,,,,,,,,,,-0.777961,0.000016,-0.393,0.01,-1197.0197,4.5532,-10835.6152,5.3762,-2099.1917,1.3519,-188.894,3.153,6906.8535,0.0015,8247.0107,3.6211,8431.3904,0.0003,128904780.85742,0.00542,-88696.06975,0.00505,N,1920,31-May-2014,JANOS TIMAR AND ZOLTAN ELEKES and  BALRAJ SINGH,2023-10-18
54,76,Xe,4.7818,0.0049,4.071,0.022,,0,,,0+,STABLE,,,,,,,,,,,,,,,,0.9,0.2,-0.38,0.16,-2980.7199,8.3567,-10452.7424,4.5532,-2241.2226,1.3536,-2944.286,3.154,9255.7227,0.0080,8662.2693,3.1534,8437.7314,0.0003,129903509.346,0.010,-89880.474,0.009,N,1922,11-May-2001,BALRAJ SINGH,2023-10-18
54,77,Xe,4.7808,0.0049,21.232,0.051,,0,,,3/2+,STABLE,,,,,,,,,,,,,,,,0.691845,0.000007,-0.114,0.001,-358.0009,0.1771,-9585.1385,8.3567,-2557.994,1.3650,-970.848,0.605,6604.4186,0.0080,8766.3580,3.1537,8423.7367,0.0003,130905084.12808,0.00549,-88413.57492,0.00512,N,1920,17-Jul-2006,YU. KHAZOV and  I. MITROPOLSKY and  A. RODIONOV,2023-10-18
54,78,Xe,4.7859,0.0048,26.909,0.055,,0,,,0+,STABLE,,,,,,,,,,,,,,,,0.2,0.4,,,-2126.2813,1.0359,-9294.7185,0.1771,-2710.0969,0.7064,-3575.473,4.065,8936.7176,0.0016,9125.2183,0.6046,8427.6229,0.0003,131904155.08346,0.00544,-89278.97451,0.00507,N,1920,10-Feb-2005,YU. KHAZOV and  A.A. RODIONOV AND S. SAKHAROV and  BALRAJ SINGH,2023-10-18
54,79,Xe,4.7831,0.0048,,,,0,,,3/2+,5.2475,,5,d,453384,43.2,B-,100,,,,,,,,,0.81335,0.00007,0.14,0.005,427.36,2.4000,-8562.2079,2.6140,-3063.6147,2.5031,-1786.281,6.371,6435.9266,2.4000,9229.0525,4.7210,8412.6477,0.0180,132905910.748,2.576,-87643.583,2.400,N,1940,31-Oct-2010,YU. KHAZOV AND A. RODIONOV and  F.G. KONDEV,2023-10-18
54,80,Xe,4.7899,0.0047,10.436,0.035,,0,,,0+,5.8E+22,GT,,Y,1.830301706526336e30,,2B-,0,,,,,,,,,,,,,-1234.6691,0.0160,-8126.2095,0.0071,-3197.7907,0.0104,-4082.394,4.857,8553.5695,2.4000,9557.5037,5.9019,8413.6994,0.0003,133905393.03,0.006,-88125.83443,0.00577,N,1920,31-Jul-2004,A.A. Sonzogni,2023-10-18
54,81,Xe,,,,,,0,,,3/2+,9.14,,2,h,32904,72,B-,100,,,,,,,,,0.9032,0.0007,0.21,0.007,1168.5917,3.6623,-7593.5175,3.6685,-3627.2591,3.6690,-2634.185,4.207,6358.8484,3.6685,9658.8961,6.0865,8398.4783,0.0272,134907231.441,3.938,-86413.365,3.668,N,1940,22-Jan-2008,BALRAJ SINGH and  ALEXANDER A. RODIONOV and YURI L. KHAZOV,2023-10-18
54,82,Xe,4.7964,0.0047,8.857,0.072,,0,,,0+,2.165E21,,61,Y,6.832074473499168e28,1.924972484450112e27,2B-,100,,,,,,,,,3.2,0.6,,,-90.3151,1.8730,-6918.5317,0.3635,-3665.8889,3.4863,-6883.945,14.188,8087.1234,3.6685,9938.9615,2.0599,8396.1889,0.0003,135907214.474,0.007,-86429.170,0.007,N,1920,1-Apr-2018,E.A. MCCUTCHAN,2023-10-18
54,83,Xe,4.8094,0.0049,,,,0,,,7/2-,3.818,,13,m,229.08,0.78,B-,100,,,,,,,,,-0.9704,0.001,-0.47,0.02,4162.3582,0.3193,-4115.8771,1.8759,-1871.197,2.0687,-6027.146,8.384,4025.5620,0.1033,10127.1604,14.1884,8364.2865,0.0008,136911557.771,0.111,-82383.414,0.104,N,1943,1-Oct-2006,E. BROWNE and  J. K. TULI,2023-10-18
54,84,Xe,4.8279,0.0079,,,,0,,,0+,14.14,,7,m,848.4,4.2,B-,100,,,,,,,,,,,,,2914.7839,9.5780,-1497.7900,2.8202,136.5922,3.9249,-7992.334,6.588,5660.1482,2.8059,10904.9468,8.8399,8344.6913,0.0203,137914146.268,3.010,-79972.244,2.804,N,1943,30-Sep-2017,JUN CHEN,2023-10-18
54,85,Xe,4.8409,0.0100,,,,0,,,3/2-,39.68,,14,s,39.68,0.14,B-,100,,,,,,,,,-0.304,0.0016,0.39,0.02,5056.5023,3.7960,-828.8761,9.4057,-340.7117,2.7489,-7173.622,4.542,3743.6600,3.5288,10953.6476,6.3349,8311.5904,0.0154,138918792.2,2.300,-75644.586,2.142,N,1951,15-Oct-2016,P.K. JOSHI and  B. SINGH and  S. SINGH and  A.K. JAIN,2023-10-18
54,86,Xe,4.8566,0.0125,,,,0,,,0+,13.60,,10,s,13.6,0.1,B-,100,,,,,,,,,1.1,0.4,,,4063.2768,8.5232,-356.6911,3.9042,-986.0981,3.2597,-9380.238,12.331,5413.1933,3.1643,11804.4687,4.6332,8290.8875,0.0166,139921645.814,2.500,-72986.461,2.329,N,1951,20-Nov-2018,N. NICA,2023-10-18
54,87,Xe,4.8694,0.0147,,,,0,,,5/2(-),1.73,,1,s,1.73,0.01,B-,100,,B-N,0.044,0.005,,,,,0.01,0.003,-0.57,0.02,6280.0423,9.6378,781.1114,8.6925,-1318.4624,3.5708,-8270.643,16.096,3282.1654,3.7096,11880.0572,12.4490,8255.3647,0.0205,140926787.181,3.100,-68197.309,2.888,N,1951,12-Oct-2022,N. NICA,2023-10-18
54,88,Xe,4.8841,0.0169,,,,0,,,0+,1.23,,2,s,1.23,0.02,B-,100,,B-N,0.21,0.06,,,,,,,,,5284.9078,7.5655,1176.3845,9.5836,-1958.5697,4.6515,-10426.679,5.628,5103.6578,3.9542,12591.9538,16.0642,8233.1695,0.0190,141929973.095,2.900,-65229.648,2.701,N,1960,1-Jun-2010,T.D. Johnson and  D. Symochko(a) and  M. Fadil(b) and  and J.K. Tuli,2023-10-18
54,89,Xe,4.8942,0.0187,,,,0,,,5/2-,0.511,,6,s,0.511,0.006,B-,100,,B-N,0,,,,,,-0.46,0.002,0.91,0.03,7472.6365,8.8908,2240.3560,8.4635,-2422.7178,5.8499,-9412.882,200.054,3044.5518,5.3842,12688.8840,6.7871,8196.8855,0.0326,142935369.55,5.000,-60202.882,4.657,N,1951,31-May-2011,E. BROWNE and  J. K. TULI,2023-10-18
